id,tipo,ano,estado,municipio,localidad,solicitudes_atendidas,solicitudes_recibidas,cod_inegi_localidad,cod_inegi_municipio
817,GASOLINA,2014,TABASCO,CENTRO,VILLAHERMOSA,9,9,027004001,027004
818,GASOLINA,2014,TABASCO,COATZACOALCOS,ALLENDE,1,1,,
819,GASOLINA,2014,TABASCO,COMALCALCO,COCOHITAL,17,17,027005016,027005
820,GASOLINA,2014,TABASCO,COMALCALCO,COMALCALCO,1,1,027005001,027005
821,GASOLINA,2014,TABASCO,COMALCALCO,"GUAYO 3RA. SECCION",3,3,027005079,027005
822,GASOLINA,2014,TABASCO,COMALCALCO,"IGNACIO ZARAGOZA 1RA. SECCION",1,1,027005031,027005
823,GASOLINA,2014,TABASCO,COMALCALCO,"JOSE MARIA PINO SUAREZ 1RA. SECCION",1,1,027005036,027005
824,GASOLINA,2014,TABASCO,COMALCALCO,"JOSE MARIA PINO SUAREZ 2DA. SECCION",4,4,027005037,027005
825,GASOLINA,2014,TABASCO,COMALCALCO,"JOSE MARIA PINO SUAREZ 3RA. SECC. (CORINTO)",9,9,,027005
826,GASOLINA,2014,TABASCO,COMALCALCO,"LAZARO CARDENAS 1RA. SECCION",1,1,027005040,027005
827,GASOLINA,2014,TABASCO,COMALCALCO,"TECOLUTILLA (RIBERITA)",1,1,027005113,027005
828,GASOLINA,2014,TABASCO,"EMILIANO ZAPATA",CHABLE,1,1,027007009,027007
829,GASOLINA,2014,TABASCO,"EMILIANO ZAPATA","EL AVISPERO",1,1,,027007
830,GASOLINA,2014,TABASCO,"EMILIANO ZAPATA","EMILIANO ZAPATA",15,15,027007001,027007
831,GASOLINA,2014,TABASCO,"EMILIANO ZAPATA","EMILIANO ZAPATA SECCION POCHOTE",22,22,,027007
832,GASOLINA,2014,TABASCO,"EMILIANO ZAPATA",JOBAL,4,4,,027007
833,GASOLINA,2014,TABASCO,HUIMANGUILLO,"EL CHAPO 1RA. SECCION",5,5,027008239,027008
834,GASOLINA,2014,TABASCO,HUIMANGUILLO,"ERNESTO AGUIRRE COLORADO",2,2,027008497,027008
835,GASOLINA,2014,TABASCO,HUIMANGUILLO,"FRANCISCO TRUJILLO GURRIA",15,15,027008255,027008
836,GASOLINA,2014,TABASCO,HUIMANGUILLO,HUIMANGUILLO,2,2,027008001,027008
837,GASOLINA,2014,TABASCO,JALAPA,"TEQUILA 2DA. SECCION",1,1,027009055,027009
838,GASOLINA,2014,TABASCO,"JALPA DE MENDEZ","CAMPO PETROLERO MECOACAN",5,5,,027010
839,GASOLINA,2014,TABASCO,"JALPA DE MENDEZ","REFORMA 2DA. SECCION (SANTA MARIA)",38,38,027010029,027010
840,GASOLINA,2014,TABASCO,"JALPA DE MENDEZ","SAN GREGORIO",2,2,027010049,027010
841,GASOLINA,2014,TABASCO,"JALPA DE MENDEZ",SOYATACO,1,1,027010036,027010
842,GASOLINA,2014,TABASCO,JONUTA,"BOCA DE SAN ANTONIO",1,1,027011007,027011
843,GASOLINA,2014,TABASCO,JONUTA,"CHANERO RIO",1,1,027011111,027011
844,GASOLINA,2014,TABASCO,JONUTA,CHOCHAL,1,1,,027011
845,GASOLINA,2014,TABASCO,JONUTA,"EL TUCUYAL",12,12,027011129,027011
846,GASOLINA,2014,TABASCO,JONUTA,ESQUIPULAS,2,2,027011015,027011
847,GASOLINA,2014,TABASCO,JONUTA,"FEDERICO ALVAREZ",5,5,,027011
848,GASOLINA,2014,TABASCO,JONUTA,"FRANCISCO J. MUJICA",1,1,027011141,027011
849,GASOLINA,2014,TABASCO,JONUTA,"HIDALGO Y TAMARINDO",5,5,027011265,027011
850,GASOLINA,2014,TABASCO,JONUTA,JONUTA,1,1,027011001,027011
851,GASOLINA,2014,TABASCO,JONUTA,"JOSE MARIA PINO SUAREZ (SAN PEDRO)",1,1,027011018,027011
852,GASOLINA,2014,TABASCO,JONUTA,"LIC. ELPIDIO SANCHEZ PEREZ",6,6,,027011
853,GASOLINA,2014,TABASCO,JONUTA,"RIBERA BAJA 1RA. SECCION A",4,4,027011024,027011
854,GASOLINA,2014,TABASCO,JONUTA,"RIBERA BAJA 2DA. SECCION (GRAN PODER)",12,12,027011070,027011
855,GASOLINA,2014,TABASCO,JONUTA,SACRIFICIO,5,5,027011147,027011
856,GASOLINA,2014,TABASCO,JONUTA,"SAN JOSE",57,57,027011139,027011
857,GASOLINA,2014,TABASCO,JONUTA,"SAN JOSE JIMBAL",1,1,027011092,027011
858,GASOLINA,2014,TABASCO,JONUTA,"SAN MIGUEL",2,2,027011034,027011
859,GASOLINA,2014,TABASCO,JONUTA,"TORNO DE LA BOLA",9,9,027011028,027011
860,GASOLINA,2014,TABASCO,JONUTA,"TORNO LARGO 1RA. SECCION B",1,1,027011295,027011
861,GASOLINA,2014,TABASCO,JONUTA,"TORNO LARGO 2DA. SECCION",2,2,027011030,027011
862,GASOLINA,2014,TABASCO,MACUSPANA,"BITZAL 1RA. SECCION",6,6,027012019,027012
863,GASOLINA,2014,TABASCO,MACUSPANA,"EL BAYO 1RA. SECCION (GRANADA)",1,1,027012163,027012
864,GASOLINA,2014,TABASCO,MACUSPANA,"EL BAYO 2DA. SECCION",1,1,027012015,027012
865,GASOLINA,2014,TABASCO,MACUSPANA,"LAZARO CARDENAS 2DA. SECCION",12,12,027012129,027012
866,GASOLINA,2014,TABASCO,MACUSPANA,"LOS GÜIROS",12,12,,027012
867,GASOLINA,2014,TABASCO,MACUSPANA,"LOS NARANJOS 1RA. SECCION",2,2,027012083,027012
868,GASOLINA,2014,TABASCO,MACUSPANA,"LOS NARANJOS 2DA. SECC. (SECCION PICHALITO)",4,4,,027012
869,GASOLINA,2014,TABASCO,MACUSPANA,"MIGUEL HIDALGO 1RA. SECCION",9,9,027012058,027012
870,GASOLINA,2014,TABASCO,MACUSPANA,"MIGUEL HIDALGO 2DA. SECCION",2,2,027012128,027012
871,GASOLINA,2014,TABASCO,MACUSPANA,"MIGUEL ORRICO DE LOS LLANOS",13,13,027012079,027012
872,GASOLINA,2014,TABASCO,MACUSPANA,"PEMEX (CIUDAD PEMEX)",1,1,027012091,027012
873,GASOLINA,2014,TABASCO,MACUSPANA,"SANTOS DEGOLLADO 2DA. SECCION",1,1,027012101,027012
874,GASOLINA,2014,TABASCO,MACUSPANA,"TIERRA COLORADA",9,9,027012105,027012
875,GASOLINA,2014,TABASCO,MACUSPANA,"UNION Y LIBERTAD",6,6,027012107,027012
876,GASOLINA,2014,TABASCO,NACAJUCA,"EL SITIO",1,1,027013052,027013
877,GASOLINA,2014,TABASCO,NACAJUCA,"EL ZAPOTE",12,12,027013037,027013
878,GASOLINA,2014,TABASCO,NACAJUCA,"TECOLUTA 1RA. SECCION",3,3,027013033,027013
879,GASOLINA,2014,TABASCO,NACAJUCA,"TECOLUTA 2DA. SECCION",2,2,027013051,027013
880,GASOLINA,2014,TABASCO,PARAISO,"ANDRES GARCIA SECCION ISLAS",22,22,,027014
881,GASOLINA,2014,TABASCO,PARAISO,"AQUILES SERDAN",25,25,027014002,027014
882,GASOLINA,2014,TABASCO,PARAISO,"BARRA DE TUPILCO",22,22,027014012,027014
883,GASOLINA,2014,TABASCO,PARAISO,"CHILTEPEC (PUERTO CHILTEPEC)",28,28,027014008,027014
884,GASOLINA,2014,TABASCO,PARAISO,"CHILTEPEC SECCION BANCO",37,37,,027014
885,GASOLINA,2014,TABASCO,PARAISO,"CHILTEPEC SECCION TANQUES",22,22,,027014
886,GASOLINA,2014,TABASCO,PARAISO,"COLONIA PENJAMO",15,15,,027014
887,GASOLINA,2014,TABASCO,PARAISO,"EL BELLOTE (MIGUEL DE LA MADRID)",18,18,027014004,027014
888,GASOLINA,2014,TABASCO,PARAISO,"EL ESCRIBANO",2,2,027014032,027014
889,GASOLINA,2014,TABASCO,PARAISO,"FRANCISCO I. MADERO 2DA. SECCION",2,2,027014011,027014
890,GASOLINA,2014,TABASCO,PARAISO,"GUANO SOLO (EL COQUITO)",15,15,027014029,027014
891,GASOLINA,2014,TABASCO,PARAISO,"JOSE MARIA MORELOS Y PAVON (EL BELLOTE)",127,127,027014013,027014
892,GASOLINA,2014,TABASCO,PARAISO,"LAS FLORES 1RA. SECCION",1,1,027014009,027014
893,GASOLINA,2014,TABASCO,PARAISO,"LAS FLORES 2DA. SECCION",2,2,027014010,027014
894,GASOLINA,2014,TABASCO,PARAISO,"LAS FLORES 3RA. SECCION (EL CERRO)",16,16,027014033,027014
895,GASOLINA,2014,TABASCO,PARAISO,"MOCTEZUMA 2DA. SECCION",1,1,027014021,027014
896,GASOLINA,2014,TABASCO,PARAISO,"NICOLAS BRAVO 4TA. SECCION (TILAPA)",1,1,027014037,027014
897,GASOLINA,2014,TABASCO,PARAISO,"NUEVO TORNOLARGO",24,24,,027014
898,GASOLINA,2014,TABASCO,PARAISO,PARAISO,7,7,027014001,027014
899,GASOLINA,2014,TABASCO,PARAISO,"PUERTO CEIBA",46,46,027014006,027014
900,GASOLINA,2014,TABASCO,PARAISO,"PUERTO CEIBA (CARRIZAL)",9,9,027014005,027014
901,GASOLINA,2014,TABASCO,PARAISO,"QUINTIN ARAUZ",3,3,027014027,027014
902,GASOLINA,2014,TABASCO,PARAISO,"UNION 1RA. SECCION (AMATILLO)",7,7,,027014
903,GASOLINA,2014,TABASCO,PARAISO,"UNION 2DA. SECCION",8,8,,027014
904,GASOLINA,2014,TABASCO,PARAISO,"UNION 3RA. SECCION",17,17,,027014
905,GASOLINA,2014,TABASCO,TENOSIQUE,CHACULJI,2,2,027017017,027017
906,GASOLINA,2014,TABASCO,TENOSIQUE,"EL RECREO",2,2,027017068,027017
907,GASOLINA,2014,TABASCO,TENOSIQUE,"POMONA 1RA. SECCION",2,2,027017064,027017
908,GASOLINA,2014,TABASCO,TENOSIQUE,"TENOSIQUE 1RA. SECCION (EL MOOL)",1,1,027017052,027017
909,GASOLINA,2014,TAMAULIPAS,ALDAMA,ALDAMA,11,11,028002001,028002
910,GASOLINA,2014,TAMAULIPAS,ALDAMA,"BARRA DEL TORDO",25,25,028002021,028002
911,GASOLINA,2014,TAMAULIPAS,ALDAMA,"EL OJITE",5,5,028002517,028002
912,GASOLINA,2014,TAMAULIPAS,ALDAMA,MORON,28,28,028002146,028002
913,GASOLINA,2014,TAMAULIPAS,ALTAMIRA,ALTAMIRA,1,1,028003001,028003
914,GASOLINA,2014,TAMAULIPAS,ALTAMIRA,"AQUILES SERDAN (EL BARRANCO)",5,5,028003010,028003
915,GASOLINA,2014,TAMAULIPAS,ALTAMIRA,"EL ESTERO",1,1,028003067,028003
916,GASOLINA,2014,TAMAULIPAS,ALTAMIRA,"EL FUERTE",1,1,028003078,028003
917,GASOLINA,2014,TAMAULIPAS,ALTAMIRA,"LAS FLORES",6,6,028003649,028003
918,GASOLINA,2014,TAMAULIPAS,ALTAMIRA,"MARTIN A. MARTINEZ",12,12,028003718,028003
919,GASOLINA,2014,TAMAULIPAS,ALTAMIRA,"MATA DEL ABRA",2,2,028003112,028003
920,GASOLINA,2014,TAMAULIPAS,ALTAMIRA,"TORNO LARGO",12,12,028003232,028003
921,GASOLINA,2014,TAMAULIPAS,CAMARGO,"CAMARGO (ESTACION CAMARGO)",1,1,,028007
922,GASOLINA,2014,TAMAULIPAS,CAMARGO,"LOS COMALES",22,22,,028007
923,GASOLINA,2014,TAMAULIPAS,CASAS,"JACINTO CANEK",12,12,028008264,028008
924,GASOLINA,2014,TAMAULIPAS,"CAZONES DE HERRERA","PLAYA AZUL",1,1,,
925,GASOLINA,2014,TAMAULIPAS,"CIUDAD MADERO","CIUDAD MADERO",6,6,028009001,028009
926,GASOLINA,2014,TAMAULIPAS,"GüEMEZ","GÜEMEZ",8,8,,
927,GASOLINA,2014,TAMAULIPAS,"GüEMEZ",MIRAFLORES,8,8,,
928,GASOLINA,2014,TAMAULIPAS,MATAMOROS,"EL LONGOREÑO",1,1,,028022
929,GASOLINA,2014,TAMAULIPAS,MATAMOROS,"EL MEZQUITAL",1,1,028022192,028022
930,GASOLINA,2014,TAMAULIPAS,MATAMOROS,"HEROICA MATAMOROS",16,16,028022001,028022
931,GASOLINA,2014,TAMAULIPAS,MATAMOROS,HIGUERILLAS,186,186,,028022
932,GASOLINA,2014,TAMAULIPAS,MATAMOROS,"ISLA DEL AMOR (PUNTILLA SUR)",1,1,0280221085,028022
933,GASOLINA,2014,TAMAULIPAS,MATAMOROS,"ISLA EL TE",2,2,0280221851,028022
934,GASOLINA,2014,TAMAULIPAS,MATAMOROS,"LA CAPILLA",48,48,028022583,028022
935,GASOLINA,2014,TAMAULIPAS,MATAMOROS,"LA MANO DE LEON (ISLA LA MANO DE LEON)",6,6,,028022
936,GASOLINA,2014,TAMAULIPAS,MATAMOROS,"LAS HIGUERILLAS",1,1,028022603,028022
937,GASOLINA,2014,TAMAULIPAS,MATAMOROS,NINGUNO,37,37,028022857,028022
938,GASOLINA,2014,TAMAULIPAS,PADILLA,"COOPERATIVA PESQUERA DE PADILLA (COLONIA PESCADORES)",1,1,,028030
939,GASOLINA,2014,TAMAULIPAS,PADILLA,"NUEVA VILLA DE PADILLA",25,25,028030001,028030
940,GASOLINA,2014,TAMAULIPAS,PADILLA,"SANTA JUANA",1,1,028030065,028030
941,GASOLINA,2014,TAMAULIPAS,PANUCO,"EL MORILLO",1,1,,
942,GASOLINA,2014,TAMAULIPAS,"PUEBLO VIEJO",ANAHUAC,3,3,,
943,GASOLINA,2014,TAMAULIPAS,"PUEBLO VIEJO","BELLA VISTA",1,1,,
944,GASOLINA,2014,TAMAULIPAS,"PUEBLO VIEJO","EL CHACHALACO",1,1,,
945,GASOLINA,2014,TAMAULIPAS,"PUEBLO VIEJO",HIDALGO,1,1,,
946,GASOLINA,2014,TAMAULIPAS,ROSAMORADA,"LA CAPILLITA",1,1,,
947,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","CARBONERAS (LA CARBONERA)",254,254,028035542,028035
948,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO",CARVAJAL,47,47,028035456,028035
949,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","EL BARRANCON DEL TIO BLAS (EL BARRANCON)",48,48,028035428,028035
950,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","GENERAL FRANCISCO J. MUJICA (LA POZA)",6,6,028035499,028035
951,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","GENERAL FRANCISCO VILLA",4,4,028035139,028035
952,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","GUADALUPE VICTORIA (LAS ADJUNTAS)",1,1,028035149,028035
953,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO",HIGUERILLAS,4,4,028035159,028035
954,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","LA BARRA",1,1,028035035,028035
955,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","LA MEDIA LUNA",1,1,028035498,028035
956,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","LA POZA",1,1,,028035
957,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","MEDIA LUNA",1,1,0280351132,028035
958,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO",NINGUNO,1,1,028035972,028035
959,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","PALO SOLO",4,4,028035250,028035
960,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","PUERTO RICO",6,6,028035543,028035
961,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","PUNTA DE ALAMBRE (PUENTE DE ALAMBRE)",56,56,028035460,028035
962,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","PUNTA DE PIEDRA",31,31,028035545,028035
963,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","SAN FERNANDO",39,39,028035001,028035
964,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","SAN FRANCISCO",1,1,028035325,028035
965,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","SANTA RITA (ESCUADRON DOSCIENTOS UNO)",4,4,,028035
966,GASOLINA,2014,TAMAULIPAS,"SAN FERNANDO","SANTA TERESA",1,1,028035355,028035
967,GASOLINA,2014,TAMAULIPAS,"SOTO LA MARINA","LA PESCA",75,75,028037131,028037
968,GASOLINA,2014,TAMAULIPAS,"SOTO LA MARINA","MIGUEL DE LA MADRID (EL CANAL)",9,9,028037616,028037
969,GASOLINA,2014,TAMAULIPAS,"SOTO LA MARINA","SOTO LA MARINA",7,7,028037001,028037
970,GASOLINA,2014,TAMAULIPAS,"SOTO LA MARINA",TEPEHUAJES,1,1,028037193,028037
971,GASOLINA,2014,TAMAULIPAS,"SOTO LA MARINA","VISTA HERMOSA",13,13,028037209,028037
972,GASOLINA,2014,TAMAULIPAS,TAMPICO,TAMPICO,36,36,028038001,028038
973,GASOLINA,2014,TAMAULIPAS,VICTORIA,"LAZARO CARDENAS",1,1,028041089,028041
974,GASOLINA,2014,VERACRUZ,"AGUA DULCE","AGUA DULCE",5,5,030204001,030204
975,GASOLINA,2014,VERACRUZ,"AGUA DULCE","EL MUELLE (GAVILAN NORTE)",1,1,030204017,030204
976,GASOLINA,2014,VERACRUZ,"AGUA DULCE",TONALA,36,36,030204028,030204
977,GASOLINA,2014,VERACRUZ,ALTAMIRA,"CUES ORTEÑO",1,1,,
978,GASOLINA,2014,VERACRUZ,ALVARADO,ALVARADO,1,1,030011001,030011
979,GASOLINA,2014,VERACRUZ,CABORCA,"HEROICA CABORCA",1,1,,
980,GASOLINA,2014,VERACRUZ,CATEMACO,"BARRA DE SONTECOMAPAN",11,11,030032076,030032
981,GASOLINA,2014,VERACRUZ,CATEMACO,CATEMACO,3,3,030032001,030032
982,GASOLINA,2014,VERACRUZ,CATEMACO,"EL REAL",1,1,030032057,030032
983,GASOLINA,2014,VERACRUZ,CATEMACO,SONTECOMAPAN,10,10,030032065,030032
984,GASOLINA,2014,VERACRUZ,"CIUDAD MADERO","CIUDAD MADERO",1,1,,
985,GASOLINA,2014,VERACRUZ,COATZACOALCOS,ALLENDE,3,3,030039021,030039
986,GASOLINA,2014,VERACRUZ,COATZACOALCOS,COATZACOALCOS,4,4,030039001,030039
987,GASOLINA,2014,VERACRUZ,COATZACOALCOS,"LAS BARRILLAS",5,5,030039022,030039
988,GASOLINA,2014,VERACRUZ,COSOLEACAQUE,COSOLEACAQUE,1,1,030048001,030048
989,GASOLINA,2014,VERACRUZ,"GUTIERREZ ZAMORA",CACAHUATAL,1,1,030069004,030069
990,GASOLINA,2014,VERACRUZ,"GUTIERREZ ZAMORA","GUTIERREZ ZAMORA",7,7,030069001,030069
991,GASOLINA,2014,VERACRUZ,"IXHUATLAN DEL SURESTE","IXHUATLAN DEL SURESTE",1,1,030082001,030082
992,GASOLINA,2014,VERACRUZ,MINATITLAN,"CEIBA BONITA",7,7,030108035,030108
993,GASOLINA,2014,VERACRUZ,"NANCHITAL DE LAZARO CARDENAS DEL RIO","NANCHITAL DE LAZARO CARDENAS DEL RIO",1,1,030206001,030206
994,GASOLINA,2014,VERACRUZ,NAUTLA,"BARRA DE PALMAS",2,2,030114006,030114
995,GASOLINA,2014,VERACRUZ,NAUTLA,"EL RAUDAL (RAUDAL DE LAS FLORES)",3,3,030114022,030114
996,GASOLINA,2014,VERACRUZ,NAUTLA,NAUTLA,5,5,030114001,030114
997,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","ALTO DEL TIGRE",19,19,,
998,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","BELISARIO DOMINGUEZ (SAN GREGORIO)",2,2,,
999,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","COLONIA MORENO (ISLA JUAN A. RAMIREZ)",17,17,,
1000,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS",CUCHARAS,14,14,,
1001,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","DOLOR DE CABEZA",2,2,,
1002,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","DOLOR DE CABEZA (ISLA JUAN A. RAMIREZ)",1,1,,
1003,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","EL CARRIZAL",1,1,,
1004,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","EL CARRIZAL (ISLA JUAN A. RAMIREZ)",1,1,,
1005,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","EL MAGUEY (ISLA JUAN A. RAMIREZ)",3,3,,
1006,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","EL TESORO",1,1,,
1007,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","JUAN ROMAN (ISLA JUAN A. RAMIREZ)",1,1,,
1008,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","LA CALLE (ISLA JUAN A. RAMIREZ)",3,3,,
1009,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","LA LAJA",4,4,,
1010,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","LAS MILPAS (ISLA JUAN A. RAMIREZ)",3,3,,
1011,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS",MAGUEYES,1,1,,
1012,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","OZULUAMA DE MASCAREÑAS",2,2,,
1013,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","ROMERILLOS (ISLA JUAN A. RAMIREZ)",2,2,,
1014,GASOLINA,2014,VERACRUZ,"OZULUAMA DE MASCAREÑAS","SAN LUCIANO",21,21,,
1015,GASOLINA,2014,VERACRUZ,PAJAPAN,BATAJAPAN,1,1,030122003,030122
1016,GASOLINA,2014,VERACRUZ,PAJAPAN,JICACAL,4,4,030122008,030122
1017,GASOLINA,2014,VERACRUZ,PAJAPAN,PAJAPAN,1,1,030122001,030122
1018,GASOLINA,2014,VERACRUZ,PAJAPAN,"SAN JUAN VOLADOR",5,5,030122013,030122
1019,GASOLINA,2014,VERACRUZ,PAJAPAN,SAYULTEPEC,3,3,030122016,030122
1020,GASOLINA,2014,VERACRUZ,PANUCO,"AMPLIACION URSULO GALVAN",2,2,030123927,030123
1021,GASOLINA,2014,VERACRUZ,PANUCO,"ESTERO DEL REY",3,3,0301231408,030123
1022,GASOLINA,2014,VERACRUZ,PANUCO,"ISLETA GRANDE",2,2,030123203,030123
1023,GASOLINA,2014,VERACRUZ,PANUCO,"MAYORAZGO ALTO",1,1,030123060,030123
1024,GASOLINA,2014,VERACRUZ,PANUCO,"MAYORAZGO BAJO",2,2,030123371,030123
1025,GASOLINA,2014,VERACRUZ,PANUCO,MORALILLO,2,2,030123029,030123
1026,GASOLINA,2014,VERACRUZ,"PUEBLO VIEJO",ANAHUAC,96,96,030133002,030133
1027,GASOLINA,2014,VERACRUZ,"PUEBLO VIEJO","BENITO JUAREZ",1,1,030133017,030133
1028,GASOLINA,2014,VERACRUZ,"PUEBLO VIEJO","CD. CUAUHTEMOC",58,58,030133001,030133
1029,GASOLINA,2014,VERACRUZ,"PUEBLO VIEJO","EL OJITAL",3,3,030133107,030133
1030,GASOLINA,2014,VERACRUZ,"PUEBLO VIEJO","PUEBLO VIEJO",3,3,,030133
1031,GASOLINA,2014,VERACRUZ,"SAN ANDRES TUXTLA","ARROYO DE LIZA",10,10,030141007,030141
1032,GASOLINA,2014,VERACRUZ,"SAN ANDRES TUXTLA",BALZAPOTE,2,2,030141009,030141
1033,GASOLINA,2014,VERACRUZ,"SAN ANDRES TUXTLA","COSTA DE ORO (ARROYO DE ORO)",3,3,030141027,030141
1034,GASOLINA,2014,VERACRUZ,"SAN ANDRES TUXTLA","DOS DE ABRIL (MONTEPIO CHIQUITO)",1,1,030141103,030141
1035,GASOLINA,2014,VERACRUZ,"SAN ANDRES TUXTLA",MONTEPIO,2,2,030141054,030141
1036,GASOLINA,2014,VERACRUZ,"SAN ANDRES TUXTLA","PLAYA HERMOSA",8,8,030141064,030141
1037,GASOLINA,2014,VERACRUZ,"SAN ANDRES TUXTLA","SALINAS ROCA PARTIDA",21,21,030141074,030141
1038,GASOLINA,2014,VERACRUZ,"SAN ANDRES TUXTLA","SAN ANDRES TUXTLA",4,4,030141001,030141
1039,GASOLINA,2014,VERACRUZ,"SAN ANDRES TUXTLA","SAN JOAQUIN",1,1,030141141,030141
1040,GASOLINA,2014,VERACRUZ,"SAN ANDRES TUXTLA","TORO PRIETO",4,4,030141148,030141
1041,GASOLINA,2014,VERACRUZ,TAMALIN,"EL JACUBE",1,1,030150150,030150
1042,GASOLINA,2014,VERACRUZ,TAMALIN,"LAS PIEDRAS",9,9,030150031,030150
1043,GASOLINA,2014,VERACRUZ,TAMALIN,SALADERO,25,26,030150005,030150
1044,GASOLINA,2014,VERACRUZ,TAMALIN,"SAN JERONIMO (LA GUASIMA)",5,7,030150007,030150
1045,GASOLINA,2014,VERACRUZ,TAMIAHUA,"BARRA DE CORAZONES",22,22,030151007,030151
1046,GASOLINA,2014,VERACRUZ,TAMIAHUA,"BARRA DE GALINDO",2,2,030151008,030151
1047,GASOLINA,2014,VERACRUZ,TAMIAHUA,"EL AGUACATAL ISLA (ISLA EL IDOLO)",2,2,030151096,030151
1048,GASOLINA,2014,VERACRUZ,TAMIAHUA,"EL COYOL",1,1,030151114,030151
1049,GASOLINA,2014,VERACRUZ,TAMIAHUA,"ESTERO DE MILPAS",10,10,030151075,030151
1050,GASOLINA,2014,VERACRUZ,TAMIAHUA,"ISLA DEL IDOLO (ISLA EL IDOLO)",1,1,030151025,030151
1051,GASOLINA,2014,VERACRUZ,TAMIAHUA,"LA PUNTILLA",6,6,030151053,030151
1052,GASOLINA,2014,VERACRUZ,TAMIAHUA,"LA REFORMA",104,104,030151055,030151
1053,GASOLINA,2014,VERACRUZ,TAMIAHUA,MAJAHUAL,2,2,030151032,030151
1054,GASOLINA,2014,VERACRUZ,TAMIAHUA,TAMIAHUA,48,48,030151001,030151
1055,GASOLINA,2014,VERACRUZ,TAMIAHUA,TANTALAMOS,9,9,030151065,030151
1056,GASOLINA,2014,VERACRUZ,TAMIAHUA,TARABITAS,3,3,030151081,030151
1057,GASOLINA,2014,VERACRUZ,TAMPICO,TAMPICO,12,14,,
1058,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO",AGUACATAL,5,5,030152095,030152
1059,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","ALTO DE LA ZAPUPERA",8,8,030152071,030152
1060,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","ALTO DE LA ZAPUPERA",1,1,030152071,030152
1061,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","CABO ROJITO",1,1,030152097,030152
1062,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO",CHIJOL,13,13,030152122,030152
1063,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","EL COYOLITO",2,2,030152081,030152
1064,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","EL TULAR",9,9,030152088,030152
1065,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","EL ZAPOTAL",1,1,030152348,030152
1066,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","KILOMETRO 75",1,1,,030152
1067,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","KILOMETRO 79",1,1,,030152
1068,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","KILOMETRO 80",3,3,,030152
1069,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","KILOMETRO 100",16,16,,030152
1070,GASOLINA,2014,VERACRUZ,"TAMPICO ALTO","LA ENSENADA",2,2,030152189,030152
